StationName,StationID,Long,Lat,Elevation
KEREND GHARB,19018.0,46.23,34.28,1530.0
KERMAN,40841.0,56.9619,30.2556,1754.0
KERMANSHAH,18994.0,47.12,34.35,1328.0
KERMANSHAH,40766.0,47.15333333,34.35222222,1318.5
KESHT SANAT EMAM KHOMEYNI,19432.0,48.77,31.8,29.0
KHABAR,19830.0,56.33,28.82,1180.0
KHAF,40837.0,60.15,34.58333333,998.0
KHAFR,99612.0,53.0794,29.0,1332.0
KHALAT POUSHAN,18079.0,46.45,38.05,1567.0
KHALKHAL,40717.0,48.53805556,37.60888889,1797.4
KHANSAR,99482.0,50.31666667,33.23333333,2300.0
KHARAMEH,19739.0,53.297778,29.502222,1051.0
KHARK ISLAND,40845.0,50.31527778,29.26555556,4.3
KHASH,40870.0,61.185,28.22694444,1427.0
KHEIRABAD,99334.0,48.75944444,36.53083333,1767.0
KHEIRABAD-ZANJAN,18417.0,48.78,36.52,1760.0
KHESHT,19726.0,51.33,29.56,493.0
KHEZRABAD,19426.0,53.96,31.88,1637.0
KHIR_KHAJEH_SOFLA,18116.0,54.88,37.73,55.0
KHODAAFARIN(TATAR),18026.0,46.83,39.02,400.0
KHODABANDEH,40733.0,48.58916667,36.14388889,1887.0
KHOJA_*,18068.0,46.5831,38.1494,1615.0
KHOMEYN,99443.0,50.06916667,33.62388889,1834.6
KHOMEYNI SHAHR BASHAGERD,19978.0,58.3833,26.6167,95.0
KHONDAB,18988.0,49.2,34.4,1742.0
KHONDAB,99439.0,49.18388889,34.41111111,1739.0
KHONJ,99638.0,53.4189,27.8731,674.0
KHONSAR,19193.0,50.3167,33.2333,2300.0
KHORAMABAD,18172.0,45.08,37.43,1410.0
KHORAMABAD-TONKABON,18344.0,50.9,36.75,50.0
KHORAMABAD-TONKABON,18524.0,50.9,36.233,2263.0
KHORMOOJ,19851.0,51.3833,28.65,71.0
KHORRAMABAD,40782.0,48.28361111,33.43888889,1147.8
KHORRAMDAREH,40730.0,49.21083333,36.19583333,1575.0
KHOSBIJAN,19037.0,49.37,34.12,1830.0
KHOSF,19261.0,58.88,32.73,1321.0
KHOSHKEHDARAN,18331.0,50.86666667,36.8,2.0
KHOSHKROOD,18806.0,50.3331,35.3831,1400.0
KHOSROSHAH,99244.0,46.0331,37.9667,1338.0
KHOSROWSHAHR-TABRIZ,18094.0,46.0333,37.9667,1357.0
KHOY,40703.0,44.99527778,38.55805556,1103.4
KHOY (AIRPORT),88104.0,44.97194444,38.42333333,1198.7
KHUR-VA-BIABANAK,40789.0,55.08166667,33.77,842.2
KHURBIRJAND,99437.0,58.45,32.9167,1117.4
KISH ISLAND,40882.0,53.98222222,26.52222222,30.0
KIVEHNAN,18910.0,47.18,34.82,1970.0
KIYASAR,40760.0,53.54638889,36.24888889,1294.0
KIYASHAHR,99268.0,49.88333333,37.41666667,-22.0
KOHBANAN,19504.0,56.27,31.42,2015.0
KOJUR,99348.0,51.73333333,36.38333333,1550.0
KOMIJAN,99432.0,49.31444444,34.70972222,1741.0
KONARAK (AIRPORT),40897.0,60.3742,25.4364,12.0
KOOZARAN,18968.0,46.6,34.33,1380.0
KORDKOUY,18301.0,54.57,36.9,2.0
KOUH SORKH,99315.0,58.47,35.48,1724.0
KOUHAN,18396.0,55.88,36.6,1004.0
KOUHSEFID,99426.0,51.1825,34.7825,853.0
KOUSEH,18120.0,57.95,37.71,1645.0
KUHBANAN,99532.0,56.26666667,31.41666667,2015.0
KUHDASHT,99438.0,47.64777778,33.52444444,1197.8
KUHIN,99365.0,49.6442,36.3714,1549.0
KUHRANG,40797.0,50.125,32.45694444,2365.0
KUSHK-E-NOSRAT,99414.0,50.8989,35.0908,948.0
KUSHK-E-NOSRAT-AIRPORT,99413.0,50.7997,34.9667,922.0
LAHIJAN,18244.0,50.0,37.1833,-2.0
LAHIJAN,99276.0,50.01611111,37.19444444,34.2
LALEHZAR,40852.0,56.83333333,29.51666667,2775.0
LALEZARE BARDSIR,19731.0,56.8333,29.5167,2775.0
LALI,99508.0,49.09972222,32.33611111,365.0
LAMERD,88190.0,53.18888889,27.37305556,411.0
LANGROD,18245.0,50.15,37.18,-22.0
LAR,40873.0,54.37416667,27.67138889,792.0
LAVAN ISLAND,40881.0,53.34833333,26.80916667,22.2
LAVASAN,99366.0,51.6419,35.8317,1863.0
LAYHENA-NEYRIZ,19764.0,54.25,29.2,1597.0
LIKAK,99552.0,50.1056,30.9556,760.0
LORDEGAN,40814.0,50.83333333,31.50305556,1611.0
LOSHAN,18367.0,49.52,36.62,550.0
LOUMAR,99463.0,46.82888889,33.56027778,850.0
MADAN PARVARDA,19065.0,56.83,32.98,855.0
MADAN PARVARDEH,19236.0,56.8,33.2667,618.0
MAGSAL,18556.0,50.17,36.15,1364.0
MAHABAD,19149.0,52.22,33.52,995.0
MAHABAD,40726.0,45.71527778,36.75333333,1351.8
MAHALLAT,40891.0,50.48333333,33.88888889,1622.0
MAHAN,19650.0,57.23,30.03,1918.0
MAHDASHT,18422.0,53.0,36.51666667,118.0
MAHDISHAHR,18719.0,53.35,35.73,1740.0
MAHIDASHT,19010.0,46.85,34.28,1370.0
MAHNESHAN,40715.0,47.68388889,36.74,1284.5
MAHNESHAN-ZANJAN,18337.0,47.6667,36.7667,1273.0
MAKANGAN MANOOJAN,19923.0,57.5,27.43,340.0
MAKU,40701.0,44.39166667,39.37944444,1411.2
MAL KHALIFEH,19526.0,51.25,31.28,1762.0
MALAYER,40775.0,48.85694444,34.24916667,1776.5
MALEKAN,18251.0,46.0833,37.15,1302.0
MALEKAN,99284.0,46.08333333,37.15,1302.0
MALEKSHAHI,19163.0,46.6,33.41,1432.0
MANEH-VA-SAMALQAN,99262.0,56.86027778,37.50805556,890.0
MANJIL,40720.0,49.40972222,36.72916667,338.3
MARAGHEH,18209.0,46.27,37.4,1477.0
MARAGHEH-SYNOPTIC,40713.0,46.14583333,37.3475,1344.0
MARAND,99220.0,45.76666667,38.41666667,1550.0
MARAVEHTAPPEH,40721.0,55.94333333,37.80166667,460.0
MARIVAN,18778.0,46.1667,35.5,1465.0
MARIVAN,40750.0,46.15138889,35.49694444,1287.0
MARKAZ TAHGHIGHAT QOM,18946.0,50.9,34.68,920.0
MARKAZ-E-CHOGHA,19046.0,49.5667,34.0833,1690.0
MARVAST,40840.0,54.20055556,30.40416667,1547.0
MASHHAD,40745.0,59.63111111,36.23638889,999.0
MASJEDSOLEYMAN,40812.0,49.24083333,31.98333333,320.5
MASULEH,99281.0,48.98333333,37.15,1081.0
MAYAMEY,18457.0,55.7333,36.4333,1120.0
MAYAMEY,99336.0,55.6331,36.4142,1000.0
MAZOO,19253.0,48.52,32.83,450.0
MAZRAEHPARDICDANESHGAH,18326.0,54.33,36.84,88.0
MAZRAEH_ARTESH,18255.0,54.6,37.13,13.0
MEHMANAK,18153.0,56.86,37.51,886.0
MEHRAN,40781.0,46.17583333,33.11472222,150.0
MEHRESTAN,40874.0,61.66666667,27.13333333,1271.0
MEHRIZ,99528.0,54.43666667,31.59305556,1520.0
MESHKIN DASHT,18703.0,50.96,35.76,1289.0
MESHKINSHAHR,40705.0,47.67777778,38.375,1560.6
MEYBOD,99511.0,53.98361111,32.21805556,1108.0
MEYMEH,99447.0,51.16666667,33.43333333,1980.0
MIANAB,19414.0,48.48,31.8,40.0
MIANDOAB,99292.0,46.05,36.96666667,1300.0
MIANEH,40716.0,47.7,37.45,1110.0
MILAGERD,18948.0,49.22,34.63,1675.0
MINAB,40876.0,57.08861111,27.10694444,29.6
MINOODASHT,18236.0,55.3667,37.2167,190.0
MINUDASHT,99237.0,55.63333333,37.36666667,223.0
MIRJAVEH,19803.0,61.45,29.0167,900.0
MIRJAVEH,99608.0,61.43333333,29.01666667,836.0
MIRZA KOOCHEK KHAN,19581.0,48.2,30.77,3.0
MISHAN MAMASANI,19660.0,50.96,29.99,672.0
MOALEMKELAYEH,99303.0,50.4875,36.44722222,1629.2
MOBARAKEH,99506.0,51.45138889,32.35888889,1680.2
MOHAMAD SHHR( KSHAVARZI),19251.0,59.02,32.88,1410.0
MOHAMMAD ABAD KORIN,19744.0,60.37,28.93,1400.0
MOHAMMDIEHBIRJAND,19308.0,59.0,32.5,1410.0
MOHR,19924.0,52.85,27.56,420.0
MOJEN,18435.0,54.63,36.48,1970.0
MOKRIYAN GHARBI,18320.0,45.74,36.86,1332.0
MOOCHESH,18885.0,47.15,35.05,1640.0
MOORCHE KHORT,19213.0,51.5,33.0833,1673.0
MOSHIRAN,18039.0,47.53,38.68,683.0
MURCHEHKHORT,99449.0,51.48333333,33.08333333,1673.0
NAEIN,40801.0,53.07861111,32.85166667,1573.7
NAHAVAND,99384.0,48.41222222,34.14361111,1677.8
NAJAFABAD,19286.0,51.3667,32.6333,1649.0
NAJAFABAD,99497.0,51.38805556,32.60444444,1636.2
NAMIN,99232.0,48.49111111,38.42027778,1480.2
NAQADEH,99278.0,45.41305556,36.94555556,1307.0
NARDIN,18274.0,55.77,37.03,1340.0
NARMASHIR (AZIZ ABADE BAM),19807.0,58.71,28.93,755.0
NASEREDIN,19218.0,49.1167,33.0333,1182.0
NASR,19568.0,58.0,30.93,308.0
NASRABAD-PISHKOUH,19435.0,53.85,31.76,2278.0
NATANZ,99421.0,51.9,33.53333333,1685.0
NAULOS,18288.0,45.15,36.98,1420.0
NAZARABAD,90220.0,50.55,35.933,1168.0
NEHBANDAN,40827.0,60.03472222,31.54194444,1188.0
NEOUR,18084.0,48.56,38.01,2477.0
NESAREH,18640.0,47.07,35.87,1755.0
NEYRIZ,19783.0,54.3167,29.1831,1632.0
NEYRIZ,40869.0,54.35222222,29.18666667,1632.0
NEYSHABUR,40746.0,58.8,36.26666667,1213.0
NIKPEY,18323.0,48.19,36.85,1415.0
NIKSHAHR,19990.0,60.2167,26.2333,510.0
NIKSHAHR,40895.0,60.2,26.23333333,510.0
NIR,19511.0,54.09,31.48,2467.0
NIR,99233.0,48.02555556,38.0375,1593.0
NIROGAH SHAHID RAJAEI,18545.0,50.3,36.13,1366.0
NIRUGAHE HARARATI,18955.0,50.75,34.56,1022.0
NIYAR,18058.0,48.3,38.233,1332.0
NODEH CHENARAN,18195.0,57.5833,37.4,1350.0
NODOOSHAN,19402.0,53.54,32.02,1994.0
NOSRATABAD,19682.0,59.9667,29.85,1000.0
NOSRATABAD,99586.0,59.98333333,29.85,1127.0
NOWSHAHR,40734.0,51.46694444,36.66138889,-20.9
NURABAD (LORESTAN),40773.0,48.0,34.05,1859.0
NURABAD (MAMASANI),99580.0,51.5375,30.07166667,972.0
OMIDIYEH (AGHAJARI),40833.0,49.68777778,30.7425,27.0
OMIDIYEH (AIR BASE),40830.0,49.5467,30.8342,34.9
ORUMIYEH,40712.0,45.05527778,37.65861111,1328.0
ORZOEIYEH,99625.0,56.35,28.46,1055.0
OSHNAVYEH,99288.0,45.13722222,37.05777778,1415.9
OSHTORAN,18952.0,48.291,34.635,1795.0
OSKOU,18097.0,46.15,37.92,1593.0
OUNEB ALI,18077.0,46.45,38.0833,1735.0
PAHLEH-ZARINABAD,19222.0,46.88,33.02,768.0
PALAYESHGAH-ESFAHAN,19267.0,51.55,32.72,1673.0
PARDIS ABORIYHAN,18793.0,51.73,35.47,1180.0
PARI,18314.0,47.42,36.88,1747.0
PARK_MELLI_GOLESTAN,18193.0,55.78,37.57,460.0
PARND,18220.0,49.5,37.2833,40.0
PARSABAD,40700.0,47.7789,39.6031,72.6
PARSABAD (AIRPORT),88101.0,47.87722222,39.6075,77.8
PARSIYAN,99665.0,53.04277778,27.21694444,59.0
PARVAR,18609.0,53.5,35.9694,2080.0
PASARGAD,19639.0,53.167985,30.19474,1840.0
PASIKHAN,18284.0,49.45,37.29,45.0
PAVEH,18883.0,46.33,35.03,1494.0
PAYAM AIRPORT,88125.0,50.8331,35.7831,1259.8
PELIMBARA,18141.0,49.07,37.6,6.0
PESHERT,18506.0,53.78,36.27,1520.0
PIRANSHAHR,40724.0,45.14666667,36.69777778,1443.5
PISH GHALEH,18123.0,56.99,37.65,643.0
PISTECHAMANDIZIN,18593.0,51.42,36.05,2692.0
POLDASHT,99203.0,45.06666667,39.31666667,792.0
POLDOKHTAR,40786.0,47.71916667,33.15444444,713.5
POLE MIANGOZAR,18112.0,45.37,37.79,1312.0
POLE ZAMANKHAN,19311.0,50.88305556,32.48305556,1883.0
POLSEFID,99360.0,53.08333333,36.13333333,610.0
QAEN,40793.0,59.17611111,33.74055556,1439.0
QARAHZIYAADDIN,99214.0,45.00777778,38.91027778,1170.9
QASRESHIRIN,99435.0,45.60111111,34.52944444,375.9
QAZVIN,40731.0,50.02,36.3193,1279.1
QESHM (COASTAL),99675.0,56.28055556,26.94722222,12.8
QESHM ISLAND,40880.0,55.89055556,26.75194444,6.0
QIROKARZIN,99634.0,53.05194444,28.4675,746.0
QOM,40770.0,50.85527778,34.77472222,879.1
QORVEH,40772.0,47.78638889,35.18,1906.0
QUCHAN,40740.0,58.45,37.11666667,1270.0
RABAR,19765.0,56.92,29.27,2285.0
RAFSANJAN,19617.0,56.0167,30.4,1469.0
RAFSANJAN,99562.0,55.93333333,30.38333333,0.0
RAFSANJAN (AIRPORT),88170.0,56.04638889,30.30444444,1605.0
RAMHORMOZ,40813.0,49.59638889,31.27277778,150.5
RAMIAN,18286.0,55.13,36.99,291.0
RAMSAR,40732.0,50.68333333,36.90444444,-20.0
RASHT,40719.0,49.62416667,37.3225,-8.6
RASHT (AGRICULTULAL),99272.0,49.645,37.2025,24.8
RASK,99650.0,61.4,26.23333333,406.0
RAVANSAR,40764.0,46.65,34.71666667,1380.0
RAVAR,19533.0,56.82,31.25,1192.0
RAVAR,99534.0,56.81,31.25,1192.0
RAYEN-BAM,19722.0,57.4333,29.4,2400.0
RAYN,19710.0,57.43,29.58,2217.0
RAZ,99245.0,57.1014,37.9394,1279.0
RAZAN,99385.0,49.0167,35.35,1805.0
RAZEGHAN,18824.0,49.97,35.33,1829.0
RAZMIAN,99301.0,50.21138889,36.54111111,982.0
REZVAN,99277.0,55.79,37.18,1356.0
REZVANSHAHR,18143.0,49.19027778,37.5666667,-26.0
RIGAN,19854.0,59.0,28.65,640.0
RINEH,99340.0,52.17,35.88,2130.0
RINEH-LARIJAN,18634.0,52.1667,35.9,1950.0
ROBAT GHAREBIL,18210.0,56.32,37.35,1284.0
ROBAT-E-POSHTEBADAM,40790.0,55.55833333,33.01166667,1188.0
ROMESHKAN,99474.0,47.5,33.28333333,1089.0
ROODBARJONOB,19891.0,58.0,28.02,470.0
ROSHTKHAR,18891.0,59.62,34.97,1150.0
RUDAN,99656.0,57.18555556,27.45916667,219.6
RUDBAR,99317.0,49.42138889,36.81722222,205.0
RUDSAR,99282.0,50.32472222,37.12472222,-22.0
RYMALEH,99471.0,48.40333333,33.6375,1650.0
SABZDASHT,19483.0,55.91,31.56,1873.0
SABZEVAR,40743.0,57.6494,36.2072,962.0
SABZEVAR(AIRPORT),88122.0,57.59944444,36.17138889,938.0
SAEENGHALEH,18486.0,49.06,36.32,1720.0
SAFAIEH,19579.0,55.8,30.82,1380.0
SAFASHAHR,40855.0,53.15611111,30.59083333,4.3
SAFI ABAD,18363.0,57.92,36.7,1224.0
SAFIABAD (DEZFUL),40794.0,48.43305556,32.25333333,82.9
SAGHAND,19296.0,55.1833,32.55,1350.0
SAGHDAR,19824.0,57.8833,28.8333,1610.0
SAHAND,40707.0,46.11666667,37.93333333,1641.0
SAHNEH,18981.0,47.7,34.47,1382.0
SALAFCHEGAN,40887.0,50.46944444,34.48361111,1381.4
SALMAN FARSI,19560.0,48.47,30.98,5.0
SALMAN SHAHR,18475.0,51.1833,36.7,5.0
SALMAS,40722.0,44.84833333,38.21555556,1339.3
SAMAN,99504.0,50.87444444,32.43638889,2075.0
SAMIROM,99515.0,51.54861111,31.41777778,2459.9
SANANDAJ,40747.0,47.01472222,35.25444444,1373.4
SANATI ESFAHAN,99496.0,51.53444444,32.71416667,1626.0
SANKHAST,18260.0,56.85,37.11,973.0
SAQEZ,40727.0,46.31111111,36.22166667,1522.8
SARAB,40710.0,47.53333333,37.93333333,1682.0
SARAB SHAHRAK,18753.0,47.37,35.62,1983.0
SARABLEH,99466.0,46.57888889,33.79194444,1045.0
SARAKHS,40741.0,61.14888889,36.53722222,278.0
SARARUD (KERMANSHAH),99621.0,47.2925,34.33277778,1361.7
SARAVAN,40878.0,62.31888889,27.39027778,1182.0
SARAYAN,99401.0,58.46666667,33.86666667,1405.0
SARAYEEN(ABEGARM),18070.0,48.083,38.15,1750.0
SARBAZ,19975.0,61.27,26.63,880.0
SARBISHEH,99499.0,59.78333333,32.61666667,1846.0
SARDASHT,40725.0,45.48583333,36.14833333,1556.8
SARDASHT BASHAGERD,19984.0,57.9,26.45,720.0
SARDASHT DEZFUL,19305.0,48.83,32.5,485.0
SARDASHT-E-BASHAGARD,99680.0,57.88333333,26.45,737.0
SARDOYEE,19769.0,57.33,29.22,2626.0
SAREYN,99231.0,48.08055556,38.14694444,1658.3
SARI,40759.0,52.98666667,36.53666667,23.0
SARI (DASHT-E-NAZ AIRPORT),88116.0,53.19527778,36.63694444,16.7
SARPOL-E-ZAHAB,40765.0,45.86666667,34.45,545.0
SARVABAD,18828.0,46.37,35.32,1200.0
SARVESTAN,99597.0,53.22,29.28,1552.0
SAVEH,99372.0,50.37444444,35.08,1111.6
SELEN,18847.0,46.32,35.23,936.0
SEMNAN,40757.0,53.42138889,35.58833333,1127.0
SEPIDAN,99566.0,52.0,30.23333333,2201.0
SEPIDDASHT,99501.0,48.88555556,33.21416667,1021.0
SHABANKAREH,19751.0,51.0,29.4667,35.0
SHABESTAR,99227.0,45.68333333,38.18333333,1350.0
SHADEGAN,99456.0,48.64166667,30.65722222,3.0
SHAH-ZAND,19061.0,49.4167,33.9333,1918.0
SHAHDAD,19615.0,57.7167,30.4167,400.0
SHAHDAD,40843.0,57.6817,30.4117,482.0
SHAHID GHORVEH(KOMITE KESHAVARZI),19292.0,51.4333,32.6,1612.0
SHAHINDEZH,99314.0,46.576104,36.666702,1395.0
SHAHMIRZAD,18711.0,53.3333,35.7667,1908.0
SHAHMIRZAD,99386.0,53.35,35.76666667,1969.0
SHAHRAK SANATI,18986.0,47.05,34.4,1327.0
SHAHREBABAK,40849.0,55.13333333,30.1,1834.0
SHAHREKORD,40798.0,50.83944444,32.29222222,2050.0
SHAHRESTANAK,18607.0,51.35,35.967,2200.0
SHAHREZA,40815.0,51.81055556,31.98166667,1858.0
SHAHRIYAR,99375.0,51.01666667,35.66666667,1162.9
SHAHRUD,40739.0,54.92972222,36.38055556,1325.2
SHAHRUD(AIRPORT),88120.0,55.08944444,36.42361111,1287.7
SHALAMZAR,19393.0,50.82,32.04,2041.0
SHAMSABAD,19097.0,49.73,33.82,2190.0
SHARAFKHANEH,18064.0,45.5,38.2,1285.0
SHAZAND,99441.0,49.40833333,33.94166667,1913.0
SHIRAZ,40848.0,52.6025,29.56138889,1488.0
SHIRINSO,18783.0,48.45,35.49,1783.0
SHIRVAN,99270.0,57.8372,37.4342,1051.0
SHOGHAN,18213.0,56.88,37.34,1338.0
SHOOT,18018.0,44.77,39.21,1015.0
SHULABAD,99502.0,49.18305556,33.18555556,1591.0
SHUSH,99514.0,48.23944444,32.19444444,65.0
SHUSHTAR,99446.0,48.83333333,32.05,67.0
SIAHBISHEH,40735.0,51.30305556,36.23111111,1855.0
SILAKHUR,99468.0,48.86972222,33.735,1496.9
SILOY JIROFT,19843.0,57.7333,28.7,710.0
SINGERD,19256.0,50.43,32.78,2169.0
SIRDAN,99319.0,49.18527778,36.65111111,1100.0
SIRI ISLAND,40889.0,54.55111111,25.89777778,4.4
SIRIK,19981.0,57.1333,26.5,8.0
SIRJAN,40851.0,55.68333333,29.46666667,1739.0
SIRJAN(AIRPORT),88175.0,55.66333333,29.55138889,1767.0
SISAB,18168.0,57.64,37.42,1352.0
SISAKHT,99555.0,51.4675,30.84055556,2133.4
SOFI_SHAIKH,18181.0,55.4,37.42,133.0
SOJAS,18515.0,48.56,36.24,1779.0
SOLTANABAD,18465.0,45.0327,36.4025,1216.0
SOLTANIYEH,18451.0,48.79,36.44,1785.0
SOMEHSARA,18219.0,49.3288889,37.2833333,1.0
SONGHORE KOLYAEE,18921.0,47.6,34.7833,1700.0
SONQOR,99429.0,47.58333333,34.78333333,1700.0
SOODAGHLEN,18246.0,55.78333333,37.2,1325.0
SOORESHJAN,19300.0,50.69,32.32,2130.0
SORAN,19942.0,62.0,27.28,1145.0
SORKHE,18797.0,53.18,35.47,1146.0
SUMAR,99430.0,45.65,33.88333333,297.0
TABAS,40791.0,56.9506,33.6031,711.0
TABAS (AIRPORT),88150.0,56.8975,33.6681,690.0
TABRIZ,40706.0,46.2422,38.1219,1361.0
TABRIZ (SHARQ),99234.0,46.3331,38.0494,1495.0
TAFRESH,18945.0,50.33,34.68,1630.0
TAFRESH,99409.0,50.03333333,34.68444444,1979.7
TAFTAN,19438.0,54.16,31.75,1654.0
TAHERABAD SARI,18390.0,53.2,36.6167,3.0
TAHGHIGHATBAEKOLA,18346.0,53.23333333,36.73333333,4.0
TAHGHIGHATE KESHAVARZI RUDDASHT,19299.0,52.33,32.33,1510.0
TAHIGHAT DEYM SHOMAL,18183.0,58.1167,37.4167,1131.0
TAIBAD,18936.0,60.75,34.7331,900.0
TAJRAK-HAMEDAN,18837.0,49.3167,35.2833,1570.0
TAKAB,40728.0,47.09861111,36.39555556,1817.2
TAKESTAN,18591.0,49.65,36.05,1325.0
TAKESTAN,99367.0,49.67805556,36.0525,1283.4
TAKHT-E-JAMSHID,99575.0,52.88916667,29.92,1605.0
TALEGHAN,99321.0,50.76666667,36.16666667,1857.0
TALEH SAVADKOOH,18587.0,53.00166667,36.00666667,844.0
TALESH,99249.0,48.89694444,37.83916667,7.0
TALLE BEIZA,19662.0,52.3831,29.9497,1650.0
TANG E ERAM,19775.0,51.53,29.15,890.0
TANGCHENAR,19508.0,54.3167,31.4,2462.0
TANGE TORKAMAN,18102.0,56.92,37.94,988.0
TANGEH ZAGH,19899.0,55.93,27.97,750.0
TASHKOUIYEH(KALLEGAH),19887.0,55.45,28.1167,75.0
TASOOJ,18054.0,45.35,38.32,1500.0
TAYBAD,99434.0,60.7597,34.75,900.4
TAZEHABAD (KERMANSHAH),99428.0,46.15,34.75,1226.0
TEHRAN (GEOPHYSIC),99331.0,51.38666667,35.74666667,1418.6
TEHRAN (MEHRABAD AIRPORT),40754.0,51.3092,35.6931,1191.0
TEHRAN (SHEMIRAN),40751.0,51.48527778,35.79888889,1549.1
TELARSAR,18317.0,50.73,36.85,79.0
TEST,99999.0,51.3092,35.6931,1191.0
TEST,666666.0,47.7789,39.6031,72.6
TIRAN,19273.0,51.17,32.7,1860.0
TIRTASH,18348.0,53.73333333,36.75,-14.0
TOLE BARGHAH,19858.0,55.34,28.57,1545.0
TONB-E-BOZORG ISLAND,40884.0,55.28333333,26.23333333,-1.0
TONEKABON,18332.0,50.9,36.81,-7.0
TORBAT-E HEYDARIYEH,40762.0,59.2058,35.3317,1451.0
TORBAT-E-JAM,40806.0,60.56472222,35.29472222,950.4
TOROOD,18795.0,55.0167,35.4333,781.0
TOTON RASHT,18231.0,49.52,37.27,30.0
TOYSERKAN,40886.0,48.42888889,34.55055556,1783.2
VARAMIN,99406.0,51.65,35.31666667,973.0
VARZANEH,19336.0,52.6167,32.4,1748.0
VARZANEH,99505.0,52.61666667,32.4,1450.0
VARZEQAN,99226.0,46.66666667,38.5,1671.0
YARAND,19131.0,51.68,33.6,1864.0
YASOKANSD,18481.0,47.75,36.28,1760.0
YASUJ,40836.0,51.555,30.69861111,1816.3
YAZD,40821.0,54.2892,31.9039,1230.2
YEKEH SEOOD,18066.0,56.66,38.18,898.0
ZABOL,40829.0,61.54305556,31.08861111,489.2
ZAHAK,99623.0,61.68333333,30.9,495.0
ZAHAN,99448.0,59.82,33.42,1714.0
ZAHEDAN,40856.0,60.90027778,29.47222222,1370.0
ZANJAN,40729.0,48.5217,36.6603,1640.7
ZANJAN (AIRPORT),88118.0,48.37138889,36.77222222,1659.4
ZAR ABAD,19998.0,59.4,25.58,35.0
ZARAND,99549.0,56.56666667,30.8,1670.0
ZARAND-KERMAN,19578.0,56.5833,30.8,1670.0
ZARANDIEH,99398.0,50.47,35.3,1286.0
ZARDGOL-SORKHABAD,18630.0,52.9833,35.9167,1500.0
ZARINABAD ZANJAN,18643.0,48.2833,36.4167,1755.0
ZARQAN,40847.0,52.70361111,29.77805556,1596.0
ZARRENROOD,18699.0,48.48,35.75,1751.0
ZARRINABAD EIJROOD,18454.0,48.27,36.42,1744.0
ZARRINDASHT,99590.0,54.42638889,28.35055556,1029.0
ZARRINEH,40749.0,46.91666667,36.06666667,2143.0
ZARRINSHAHR,99507.0,51.37805556,32.39944444,1713.8
ZARRINSHAHR(S.DEFA),19341.0,51.3667,32.3667,1720.0
ZAVAREH,19156.0,52.47,33.44,995.0
ZAVE,18839.0,59.87,35.48,1383.0
ZIARATALI,19912.0,57.23,27.74,460.0
ZIDASHTE TALEGHAN,18554.0,50.68,36.13,2255.0
ZOHAN,19161.0,59.7833,33.4167,1710.0
